handle_path_exec,path_found,traj_success,contact_free,door_opened,door_width,door_height,x,y,z,rot_z,state_angle,axis_pos
False,False,False,True,False,0.3184996646689734,0.6854406294039961,-0.22462121216488284,0.5920569423231694,0.36872031470199806,22.085631277406094,-9.94394654477193,-1.0
True,True,True,True,True,0.3014355816880533,0.2629862502110655,-0.6623089062046804,0.5049692855773832,0.15749312510553273,71.21867652061562,-10.513093079731606,-1.0
True,True,True,True,True,0.23035266590755016,0.21919262734196981,-0.521316675488864,0.1928190137732846,0.1355963136709849,-155.02544362892868,-13.813621614568406,-1.0
True,True,True,True,True,0.36806709406260774,0.5312532941440824,0.18206392215508072,0.7262908139140065,0.2916266470720412,59.61634790045028,-8.593853822844896,-1.0
True,True,True,True,True,0.3327847281399988,0.3250821926498839,-0.5570875289789168,0.4448530094197968,0.18854109632494195,161.74821392195219,-9.513036281855804,-1.0
False,False,False,True,False,0.2598652512235518,0.26303403125612684,-0.5903674786859722,0.10277603105570582,0.15751701562806342,-101.30136055861495,-12.218955624797516,-1.0
True,True,True,True,True,0.5283545760101286,0.2567800654650225,-0.5140053970606862,0.6601255149111376,0.15439003273251126,112.30742626239157,-5.975129600442639,-1.0
True,True,True,True,True,0.2981292429846375,0.21511132283421358,0.3807849100684586,0.18637866872037478,0.13355566141710679,80.48701605519886,-10.631035250917732,-1.0
True,True,True,True,True,0.29325681313152635,0.331653676128916,-0.3199291636409101,0.7150360265253979,0.191826838064458,73.11648593621061,-10.809776687592848,-1.0
True,True,True,True,True,0.3644772882792703,0.3591852221384314,-0.6778308908885448,0.04069319651481321,0.2055926110692157,143.56226615686273,-8.679146448498498,-1.0
True,True,True,True,True,0.3282628584943885,0.3167880386853742,0.19000458780080853,0.6797243418426633,0.1843940193426871,24.864193336485414,-9.645323075354646,-1.0
False,False,False,True,False,0.312164087090679,0.4226139218568278,0.42000884826652674,0.4212233105104589,0.23730696092841388,112.19621522183127,-10.147880666396654,-1.0
True,True,True,True,True,0.32364524651135296,0.5160821112030252,0.6911980936544508,0.44895273732812935,0.2840410556015126,-49.89699514801862,-9.784281471708166,-1.0
True,True,True,True,True,0.2716894453829487,0.5314240286672994,0.07240245959327174,0.36170096113193617,0.29171201433364974,162.27955490278208,-11.679505264141872,-1.0
False,False,False,True,False,0.33862652287660366,0.23687752817698626,-0.3298534604457964,0.38137656898391276,0.14443876408849313,-138.41502325274809,-9.347437722149431,-1.0
True,True,True,True,True,0.2125198109039996,0.7722298010333095,-0.7485555771867566,0.4706506911585587,0.4121149005166548,142.0520802550691,-14.998834841078638,-1.0
True,True,True,True,True,0.3467350139946378,0.7237038030194227,0.7312019761563753,0.5006578571958537,0.3878519015097114,-10.444963815466025,-9.126954465229796,-1.0
True,True,True,True,True,0.3484194955621194,0.38136570079521354,0.19040651751684956,0.6954450440101847,0.21668285039760676,64.88813732419405,-9.082454674749195,-1.0
True,True,True,True,True,0.22415055390893512,0.32673456514337373,0.5583248124303237,0.34972446758226117,0.18936728257168686,-56.234490936847706,-14.203747714290273,-1.0
True,True,True,True,True,0.3554097094011227,0.5688000537238992,-0.34781188265107676,0.49216172452977636,0.3104000268619496,147.0678974921389,-8.902354064428842,-1.0
True,True,True,True,True,0.21458210037472014,0.6478184815473808,0.09013290205324487,0.6582548332522831,0.3499092407736904,77.61305229752219,-14.851350254686269,-1.0
True,True,True,True,True,0.48948329994013,0.7056560979925544,-0.673050787317022,0.6686552808811387,0.3788280489962772,95.76511698760436,-6.451572310557878,-1.0
True,True,True,True,True,0.24406950125140173,0.7940817309434103,-0.272731804547811,0.5095045294994203,0.42304086547170516,137.7302204160664,-13.023204354430328,-1.0
False,False,False,True,False,0.30372894048039123,0.6228184874639454,-0.1891622003264528,0.522910583358684,0.33740924373197273,-173.53000071681475,-10.432819504396226,-1.0
True,True,True,True,True,0.22154451621528595,0.5525664668520704,0.5677111075666073,0.547173188394923,0.30228323342603525,36.33321209712636,-14.374400517082984,-1.0
True,True,True,True,True,0.2292952708544183,0.5677021991117766,-0.41951278747910536,0.5958413092320032,0.3098510995558883,149.81702867085647,-13.878595821710356,-1.0
False,False,False,True,False,0.22140174658283543,0.5986123724935233,-0.3590041144589002,0.5752585057956923,0.32530618624676166,-167.8217086381581,-14.38386946277554,-1.0
True,True,True,True,True,0.30343715500565704,0.5291815616533023,-0.6754310285994893,0.4633547385288286,0.2905907808266512,96.11119815973586,-10.442964245003987,-1.0
True,True,True,True,True,0.2562682880202908,0.4697935429224904,-0.30301024755375383,0.7273505022468958,0.26089677146124524,80.9522353330899,-12.39316583446945,-1.0
False,False,False,True,False,0.2479581423855741,0.21430637430770405,0.09885846261798759,0.5799394838058594,0.13315318715385202,167.3590894185391,-12.815461117347546,-1.0
True,True,True,True,True,0.20520808429421647,0.35390280745868863,0.5650115018816544,0.48693336789414576,0.2029514037293443,-31.66008771948833,-15.546516680537641,-1.0
True,True,True,True,True,0.21100926417202276,0.22952211240346965,-0.6288581397089492,0.1124150901534853,0.14076105620173482,-179.90981186939223,-15.108756759095563,-1.0
True,True,True,True,True,0.29485056840313,0.5664047594872443,-0.48785269996083613,0.41154140464901945,0.3092023797436222,114.91152263419531,-10.750649148477505,-1.0
True,True,True,True,True,0.21571946468223846,0.5102764132295099,-0.19660421096693548,0.6004007296415623,0.28113820661475497,34.64522524163553,-14.771260377308517,-1.0
True,True,True,True,True,0.4400255859412,0.34988356723149583,-0.561164422613627,0.6969480185571775,0.2009417836157479,84.05956227573404,-7.180336046032978,-1.0
True,True,True,True,True,0.35306918606029736,0.2752424158936393,-0.7386593719446842,0.4332764350193655,0.16362120794681964,83.26269692005343,-8.961852848002286,-1.0
True,True,True,True,True,0.42646959320015654,0.761051767539525,0.1486425649483436,0.39146559024937133,0.4065258837697625,135.28207315992807,-7.409835000142708,-1.0
True,True,True,True,True,0.2207977236511257,0.345354513139574,0.3814940440913057,0.3784356118593927,0.198677256569787,-20.01833098439107,-14.424070192459151,-1.0
True,True,True,True,True,0.23291040647776795,0.6420058229243759,-0.5869428890047035,0.46130232493313866,0.347002911462188,147.31845530030125,-13.658967242036697,-1.0
True,True,True,True,True,0.23121752730286993,0.7534683750567821,-0.4160507996411644,0.2037989308523099,0.4027341875283911,-169.42726211882683,-13.760933228689938,-1.0
True,True,True,True,True,0.294197649835678,0.2947406531608693,-0.19105340998190967,0.3290209353973148,0.17337032658043464,-160.9534918336096,-10.774793239567044,-1.0
True,True,True,True,True,0.2175073532471069,0.4643196878937211,-0.0865514809267165,0.5791512277888757,0.25815984394686053,46.51717445557452,-14.647113974072148,-1.0
True,True,True,True,True,0.32592771433174067,0.6175615911830444,0.6889694514414431,0.43599394096965394,0.33478079559152224,-35.378562179939024,-9.715095547010396,-1.0
True,True,True,True,True,0.33078524230007356,0.3606423352380711,-0.2245717829687628,0.7402567534120674,0.20632116761903554,55.63658150649897,-9.571078624715808,-1.0
True,True,True,True,True,0.2899926920828898,0.2936570445638095,-0.1614974601845286,0.6553025158003745,0.17282852228190473,84.2861707228817,-10.932940044870655,-1.0
False,False,False,True,False,0.3052204694828854,0.3126960894887057,0.5823603402905952,0.07013049381943606,0.18234804474435284,84.49972723716769,-10.381270404222377,-1.0
True,True,True,True,True,0.3470430289158453,0.5402599185980944,0.13824687102981448,0.6458164698729851,0.29612995929904723,97.46456155917843,-9.118784792510246,-1.0
True,True,True,True,False,0.20565680565768418,0.7478596766549996,-0.16185421561796765,0.5721991812658851,0.39992983832749984,161.77006883181446,-15.511741027144758,-1.0
True,True,True,True,True,0.24044020653003334,0.49793517240367363,-0.35964453883138636,0.02897633804010402,0.2749675862018368,-104.00954672818094,-13.223319519779645,-1.0
False,False,False,True,False,0.46927485433324817,0.5296593981272504,0.29606648692796567,0.31445249778263906,0.2908296990636252,116.42455976715303,-6.730655360789389,-1.0
False,False,False,True,False,0.45503474244013425,0.4406369537587539,-0.06080987947913041,0.44080146005994836,0.24631847687937694,166.90040649244435,-6.94230914165099,-1.0
True,True,True,True,True,0.38171997869140895,0.27587672037356403,-0.0957530338847381,0.3295648317569516,0.163938360186782,167.57146587625755,-8.284278486314895,-1.0
True,True,True,True,True,0.30380976174984314,0.48234511446123135,0.1253078981964314,0.3585537454883258,0.26717255723061567,161.1986359885663,-10.430013030935116,-1.0
True,True,True,True,True,0.21442953751882282,0.7652750490224369,0.39170673431219294,0.4661718329926874,0.4086375245112185,19.906083992969286,-14.862160182020608,-1.0
True,True,True,True,True,0.3549663714882333,0.541855286899372,0.3249364530687582,0.2837933786489216,0.29692764344968603,101.60612682778333,-8.913563244456984,-1.0
True,True,True,True,True,0.293384919284416,0.32743018640512467,0.07423212273645963,0.3492927942977744,0.18971509320256233,144.88138195527074,-10.804999837706385,-1.0
True,True,True,True,True,0.23444663950155264,0.6038247084538988,-0.46373367847444963,0.7458358344892018,0.3279123542269494,52.78832794362023,-13.567748258796009,-1.0
False,False,False,True,False,0.5369817455580839,0.5909473198001163,-0.15537962970331176,0.30902414322450467,0.32147365990005816,-179.99973711615922,-5.878791843584118,-1.0
True,True,True,True,True,0.20920006135114103,0.42288069724523025,-0.1075440282556317,0.5421360219213129,0.23744034862261512,41.16414522672406,-15.242577842286124,-1.0
True,True,True,True,True,0.24870266114257,0.22352826392867178,-0.5375206112752431,0.5918305573778853,0.1377641319643359,117.25808053584973,-12.776446795405569,-1.0
True,True,True,True,True,0.345682026093003,0.5364135658509739,-0.23719651756466809,0.602184684082356,0.29420678292548696,121.81687273323826,-9.154994908493792,-1.0
False,False,False,True,False,0.293911860580998,0.4972405542798523,0.058099225812100475,0.5694050781675395,0.27462027713992615,163.73016900225548,-10.78539572403589,-1.0
True,True,True,True,True,0.2355900836663085,0.35608568620993564,0.3090371013114537,0.4783532503392352,0.2040428431049678,63.41997883677769,-13.500647089438266,-1.0
True,True,True,True,True,0.45576580587796606,0.6094247631573615,-0.4596434261148298,0.6369986311873926,0.33071238157868077,38.91020164881883,-6.931118763810443,-1.0
True,True,True,True,True,0.26910508906761627,0.31609236005542646,-0.5724888674536452,0.05791405596524793,0.18404618002771322,129.78482467973856,-11.79327291660965,-1.0
True,True,True,True,True,0.2764747607345138,0.7217386519261855,-0.31855964753199617,0.3603325806245016,0.38686932596309276,-140.78906457202055,-11.474580534124334,-1.0
True,True,True,True,True,0.2762569925911689,0.7049111982695415,-0.3807552794593271,0.7424629690632997,0.3784555991347708,51.325246641090416,-11.483748776635672,-1.0
True,True,True,True,True,0.3212537942019753,0.5391739159719982,0.3582479225287989,0.6147298538670103,0.2955869579859991,75.28280415672242,-9.85784137407736,-1.0
True,True,True,True,True,0.21187802311146184,0.26150367124013235,0.08558903844588517,0.6707143183950619,0.15675183562006617,92.67947647972409,-15.045339082922153,-1.0
True,True,True,True,True,0.27049466086151347,0.7643000519155183,-0.32801369044346407,0.6842998167297626,0.4081500259577592,117.14965497092845,-11.731825637430223,-1.0
True,True,True,True,True,0.3981093535623712,0.3494842773564949,-0.5629016568384435,0.5689791726863604,0.20074213867824744,89.37764249757572,-7.94098216358312,-1.0
True,True,True,True,True,0.41436226302369716,0.28310127166868754,0.10472709418765858,0.507694945866594,0.16755063583434376,119.36360167692578,-7.627613922273803,-1.0
True,True,True,True,True,0.37772730014587885,0.7971305888844995,0.5483592911613457,0.4541444978047064,0.4245652944422498,24.51364856507493,-8.372470804577498,-1.0
True,True,True,True,True,0.23704584139983176,0.2263317346567271,0.04070527872885987,0.6933304079073912,0.13916586732836356,12.23304656046281,-13.41618184381443,-1.0
True,True,True,True,True,0.31491234230756854,0.7481720014550479,0.18499433064357795,0.6327298707380375,0.400086000727524,91.20423212900522,-10.058394290441411,-1.0
True,True,True,True,True,0.3653543329144586,0.5192415757687903,0.6182635764883935,0.4686667708537622,0.28562078788439516,-35.5404374323833,-8.65815163589791,-1.0
True,True,True,True,True,0.2865838115641254,0.5829431228321491,0.42993445857189005,0.5949142251624288,0.3174715614160746,60.278965904013944,-11.064617102286864,-1.0
False,False,False,False,False,0.2512340103758687,0.2508622391124101,0.5027689887385094,0.6960417256090394,0.15143111955620506,10.96915805430217,-12.645572371921391,-1.0
True,True,True,True,True,0.31589622104812637,0.21461183749230892,-0.48597191478174223,0.2456748249958192,0.13330591874615447,-140.26197962615976,-10.026742495029096,-1.0
True,True,True,True,True,0.3961197627439953,0.4434636851783411,-0.4692527165303749,0.2073770943992267,0.24773184258917055,-146.1180764936125,-7.981126662927525,-1.0
True,True,True,True,True,0.5889266134311577,0.49481764356530683,-0.6996610831155996,0.6600961377727144,0.2734088217826534,82.57164899303507,-5.3586756462900595,-1.0
True,True,True,True,True,0.216921487642194,0.41729016734048635,-0.248161974686258,0.3298164688420243,0.23464508367024317,-156.61865697446342,-14.687561804483282,-1.0
True,True,True,True,True,0.3898707164883348,0.49715609627697227,-0.036761055971919254,0.5697628864294965,0.27457804813848613,131.106187132189,-8.109906502133608,-1.0
True,True,True,True,True,0.26062305831799265,0.41163401090521806,0.04939886593564258,0.6826458468614941,0.23181700545260903,134.91108142190956,-12.182880731385334,-1.0
True,True,True,True,True,0.3477768418092171,0.49643065939083847,-0.18492627068163725,0.41271071659277647,0.27421532969541923,179.4461081885479,-9.099380468623696,-1.0
True,True,True,True,True,0.31257999509190615,0.36253661058848285,-0.41515964447954357,0.3139402684125547,0.20726830529424142,-149.1692341291728,-10.134235560585921,-1.0
True,True,True,True,True,0.21505696360688084,0.6513682658645532,-0.6835857895463099,0.19451381305097576,0.3516841329322766,-179.53289834992074,-14.817805157404628,-1.0
True,True,True,True,True,0.3673367848126624,0.5156539092147665,-0.6751550610765348,0.4880086381138196,0.2838269546073833,85.65086781737989,-8.611069108560049,-1.0
True,True,True,True,True,0.5185520277283066,0.21186823276923464,-0.46307302350590673,0.7199554187527419,0.13193411638461733,100.38867705304511,-6.088504689057674,-1.0
True,True,True,True,True,0.45081624943034676,0.49046781467222245,-0.13139330995744625,0.3699809401025764,0.27123390733611125,169.44530538645438,-7.0075958212695175,-1.0
False,False,False,True,False,0.25182577748565127,0.6685934607735583,-0.25761875643232873,0.7216499098641559,0.3602967303867792,20.014116621913672,-12.61536614731604,-1.0
True,True,True,True,True,0.23179219009373517,0.6985111880794743,0.3241539149550019,0.042235604909216795,0.3752555940397372,90.20500476997057,-13.726148014793695,-1.0
True,True,True,True,True,0.29869857293972923,0.4861676487309037,0.007825903769065334,0.7489750583954827,0.26908382436545186,95.42618265150935,-10.610537028770217,-1.0
True,True,True,True,True,0.3679800808365793,0.6733563780078775,0.09713529339892446,0.6558441109080669,0.3626781890039388,95.8316449977537,-8.595901323832765,-1.0
True,True,True,True,True,0.21932903359673858,0.37017891826064064,-0.35247234714062514,0.5096510628819615,0.21108945913032032,82.49919021558577,-14.522773378263484,-1.0
True,True,True,True,True,0.2030337877438645,0.4874662141767796,0.7056553826214831,0.22222192138754962,0.2697331070883898,31.717266629333352,-15.717285850541368,-1.0
True,True,True,True,True,0.3039932156867372,0.6881278826867727,0.5205284956905423,0.32038325154366054,0.3700639413433864,-11.778986300007489,-10.42364832717486,-1.0
True,True,True,True,True,0.2080345375762166,0.30158305453382483,-0.42625689670470135,0.3873192517266303,0.1767915272669124,-175.2777316094354,-15.330066714242005,-1.0
True,True,True,True,True,0.24716235053881244,0.3362714323794441,0.7290928237086367,0.47158229345779634,0.19413571618972206,-35.36352602825181,-12.85742888250168,-1.0
True,True,True,True,True,0.2887345515383398,0.6233712452444866,0.18675611234088285,0.593888502123745,0.33768562262224333,110.27937558084164,-10.981170233252959,-1.0
True,True,True,True,True,0.23324011569700778,0.6687706779554341,-0.3847360707216432,0.373665284689776,0.3603853389777171,-142.39123831396535,-13.63928540239384,-1.0
True,True,True,True,True,0.2835207368143276,0.23158629745140594,-0.6096494674534132,0.42329171522264675,0.14179314872570298,74.66108868549213,-11.185689574851681,-1.0
False,False,False,True,False,0.2524916899620323,0.25887397687983393,0.2827496195199779,0.4751091109416533,0.15543698843991696,32.708496822508266,-12.581548778286503,-1.0
True,True,True,True,True,0.2902448248648396,0.665041873967303,-0.17780727304506483,0.660588203995423,0.3585209369836515,60.1363803316267,-10.923325892731821,-1.0
False,False,False,True,False,0.2190310095525303,0.4473551894664034,-0.5736419795809665,0.7388899208615074,0.2496775947332017,56.071362710441974,-14.542969027538787,-1.0
True,True,True,True,True,0.40358334514016236,0.27417198696042555,0.6972324029730119,0.30051351694989625,0.16308599348021277,-57.71052219571112,-7.832594119096771,-1.0
True,True,True,True,True,0.2570251829416929,0.2534107893203125,0.4717601555220088,0.5311038851284678,0.15270539466015626,88.75811597627927,-12.356092702392564,-1.0
False,False,False,True,False,0.4469911303514641,0.7565086916077988,0.3805783095360453,0.11760840924085936,0.4042543458038994,107.50632106015354,-7.067867923147189,-1.0
True,True,True,True,True,0.40240526923473985,0.6612112786364095,-0.7318045989711306,0.4778483909132133,0.35660563931820477,76.6700021731159,-7.855669268590412,-1.0
True,True,True,True,True,0.36027098719674117,0.39323156933266246,-0.46075249795429063,0.728039894448165,0.22261578466633122,55.91412352800626,-8.781274980459186,-1.0
True,True,True,True,True,0.2267725112423339,0.2648640587041427,0.7388997421472863,0.2572736258181427,0.15843202935207135,-12.158127815014922,-14.036135972703944,-1.0
False,False,False,True,False,0.5029752802510447,0.7373724630393037,-0.36565884568805923,0.13006136323723158,0.3946862315196519,-130.97418499747027,-6.277807530079301,-1.0
True,True,True,True,True,0.36576700558144004,0.7858206142633715,-0.716627333686339,0.257335839609894,0.41891030713168576,126.68361189002724,-8.648308258180682,-1.0
True,True,True,True,True,0.3791090507642454,0.5535912797192435,0.49881747419718425,0.6502675935538907,0.30279563985962177,-13.62286128907806,-8.341737538545987,-1.0
